sequence id, heavy chain V region, heavy chain J region, Canonical H1, Canonical H2, Canonical H3, PI, frequent positional motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_63,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_64,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_1,PI_5.25-5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_65,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_66,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_1,PI_3.5-3.9375,Motif_3_SS,Motif_4_SS,Motif_8_GY,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_67,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_2_GG,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_68,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,
r1_69,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_70,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_YYD,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_71,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_10_YYG,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,,
r1_72,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_73,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_7_SG,Motif_9_FD,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,,,
r1_74,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_5_DS,Motif_9_FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_75,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,
r1_76,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_77,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_78,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_1,PI_3.5-3.9375,Motif_4_YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_79,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_80,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,
r1_81,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_82,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_4.8125-5.25,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_83,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_84,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_85,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,
r1_86,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,
r1_87,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_88,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_89,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_90,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_91,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_92,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_93,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,,
r1_94,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,,
r1_95,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_10_YY,Motif_5_DS,Motif_9_FD,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,
r1_96,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_4_YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_97,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_98,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_2_GG,Motif_2_YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_99,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_7.0-14.0,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,
r1_100,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_0,Canonical_H2_6,Canonical_H3_2,PI_3.5-3.9375,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,,,
r1_101,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,
r1_102,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_103,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_5_DS,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,,
r1_104,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_7_SG,Motif_8_GY,Motif_4_SG,Motif_6_SS,,,,,,,,,,,,,,,,,,,,,,
r1_105,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_4_YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_106,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_0,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_107,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_4_YD,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,
r1_108,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ5*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_6_SG,Motif_3_SG,Motif_5_SG,Motif_2_GG,Motif_2_GS,Motif_7_SG,Motif_9_FD,Motif_4_SG,,,,,,,,,,,,,,,,,,,,,,,
r1_109,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ4*02,Canonical_H1_1,Canonical_H2_6,Canonical_H3_0,PI_3.5-3.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_110,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.25-5.6875,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_111,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_112,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_6.125-7.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_3_SS,Motif_4_SS,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,Motif_6_SS,,,,,,,,,,,,
r1_113,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.9375-4.375,Motif_9_YYY,Motif_10_YYG,Motif_4_YDS,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_3_SS,Motif_4_SS,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_6_SSG,Motif_7_SG,Motif_5_DS,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,Motif_6_SS,,
r1_114,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_115,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.8125-5.25,Motif_10_YYG,Motif_3_YY,Motif_8_YY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,,,,,
r1_116,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_4.375-4.8125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,
r1_117,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_2,PI_7.0-14.0,Motif_2_YG,Motif_8_GY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1_118,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,
r1_119,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,
r1_120,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_5.6875-6.125,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_121,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_7_SGY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_YYD,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_4_YD,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_8_GY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,
r1_122,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_2_GG,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,
r1_123,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_7.0-14.0,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_8_YY,Motif_8_YYY,Motif_10_YY,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_9_YY,,,,,,,,,,,,,,,,,
r1_124,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_0.0-3.5,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,,
r1_125,Germ_HV_IGHV3-23*01,Germ_HJ_IGHJ6*01,Canonical_H1_1,Canonical_H2_6,Canonical_H3_3,PI_3.5-3.9375,Motif_9_YYY,Motif_10_YYG,Motif_10_YYY,Motif_3_YY,Motif_6_SG,Motif_8_YY,Motif_3_SG,Motif_5_SG,Motif_8_YYY,Motif_10_YY,Motif_2_GS,Motif_7_SG,Motif_2_YG,Motif_2_YY,Motif_7_YY,Motif_7_YYY,Motif_6_YY,Motif_5_YY,Motif_4_SG,Motif_9_YY,,,,,,,,,,,
